transaction_date,aisle,product_name,quantity,unit_price,total_amount,,,,,,,,,
2024-05-13,Beverages,Chicken Breast,1,7.62,7.62,,,,,,,,,
2024-05-14,Bakery,Yogurt,2,1.7,3.4,,,,,,,,,
2024-05-14,Canned Goods,Carrots,5,23.7,118.5,,,,,,,,,
2024-05-14,Dairy,Chicken Breast,1,16.7,16.7,,,,,,,,,
2024-05-14,Personal Care,Potatoes,3,21.19,63.57,,,,,,,,,
2024-05-15,Frozen Foods,Onions,3,7.51,22.53,,,,,,,,,
2024-05-15,Household Items,Milk,2,10.26,20.52,,,,,,,,,
2024-05-15,Produce,Ground Beef,2,7.79,15.58,,,,,,,,,
2024-05-15,Meat & Seafood,Carrots,4,23.08,92.32,,,,,,,,,
2024-05-16,Snacks & Candy,Bread,4,18.46,73.84,,,,,,,,,
2024-05-16,Snacks & Candy,Yogurt,5,17.22,86.1,,,,,,,,,
2024-05-16,Canned Goods,Pasta,2,11.14,22.28,,,,,,,,,
2024-05-17,Bakery,Bananas,1,25.98,25.98,,,,,,,,,
2024-05-18,Household Items,Cereal,3,2.94,8.82,,,,,,,,,
2024-05-18,Health & Wellness,Tomatoes,2,26.54,53.08,,,,,,,,,
2024-05-18,Bakery,Milk,2,4.39,8.78,,,,,,,,,
2024-05-18,Canned Goods,Chicken Breast,1,18.79,18.79,,,,,,,,,
2024-05-18,Bakery,Cheese,3,24.9,74.7,,,,,,,,,
2024-05-19,Meat & Seafood,Salmon,3,5.52,16.56,,,,,,,,,
2024-05-19,Snacks & Candy,Ground Beef,2,8.5,17,,,,,,,,,
2024-05-20,Beverages,Onions,1,14.03,14.03,,,,,,,,,
2024-05-20,Personal Care,Milk,3,29.53,88.59,,,,,,,,,
2024-05-20,Beverages,Bananas,5,1.76,8.8,,,,,,,,,
2024-05-21,Beverages,Carrots,5,12.16,60.8,,,,,,,,,
2024-05-21,Dairy,Bread,4,10.06,40.24,,,,,,,,,
2024-05-22,Household Items,Bread,5,1.46,7.3,,,,,,,,,
2024-05-22,Meat & Seafood,Bread,4,13.39,53.56,,,,,,,,,
2024-05-22,Frozen Foods,Orange Juice,5,22.61,113.05,,,,,,,,,
2024-05-22,Canned Goods,Ground Beef,4,24.23,96.92,,,,,,,,,
2024-05-23,Produce,Rice,2,10.3,20.6,,,,,,,,,
2024-05-23,Household Items,Onions,3,14.13,42.39,,,,,,,,,
2024-05-23,Canned Goods,Orange Juice,1,9.75,9.75,,,,,,,,,
2024-05-24,Snacks & Candy,Carrots,1,17.19,17.19,,,,,,,,,
2024-05-24,Dairy,Apples,2,15.96,31.92,,,,,,,,,
2024-05-24,Dairy,Apples,4,13.41,53.64,,,,,,,,,
2024-05-24,Snacks & Candy,Milk,2,29.4,58.8,,,,,,,,,
2024-05-25,Produce,Carrots,1,24.56,24.56,,,,,,,,,
2024-05-25,Bakery,Apples,3,20.75,62.25,,,,,,,,,
2024-05-27,Household Items,Onions,2,13.45,26.9,,,,,,,,,
2024-05-27,Frozen Foods,Bananas,5,21.67,108.35,,,,,,,,,
2024-05-27,Dairy,Tomatoes,1,22.52,22.52,,,,,,,,,
2024-05-27,Meat & Seafood,Cheese,5,2.51,12.55,,,,,,,,,
2024-05-28,Household Items,Cheese,2,27.93,55.86,,,,,,,,,
2024-05-28,Canned Goods,Pasta,2,20.41,40.82,,,,,,,,,
2024-05-28,Snacks & Candy,Eggs,5,26.49,132.45,,,,,,,,,
2024-05-28,Produce,Tomatoes,2,20.94,41.88,,,,,,,,,
2024-05-28,Frozen Foods,Bread,3,9.7,29.1,,,,,,,,,
2024-05-28,Dairy,Milk,2,15.17,30.34,,,,,,,,,
2024-05-28,Frozen Foods,Bread,3,1.44,4.32,,,,,,,,,
2024-05-29,Meat & Seafood,Cereal,4,19.3,77.2,,,,,,,,,
2024-05-30,Personal Care,Milk,1,16.01,16.01,,,,,,,,,
2024-05-30,Canned Goods,Orange Juice,1,3.64,3.64,,,,,,,,,
2024-05-30,Household Items,Bread,3,23.18,69.54,,,,,,,,,
2024-05-30,Beverages,Apples,1,7.5,7.5,,,,,,,,,
2024-05-30,Health & Wellness,Eggs,4,11.6,46.4,,,,,,,,,
2024-05-30,Canned Goods,Rice,2,24.94,49.88,,,,,,,,,
2024-05-31,Bakery,Tomatoes,2,21.48,42.96,,,,,,,,,
2024-05-31,Beverages,Orange Juice,1,10.45,10.45,,,,,,,,,
2024-06-01,Personal Care,Pasta,4,29.2,116.8,,,,,,,,,
2024-06-01,Health & Wellness,Salmon,2,1.08,2.16,,,,,,,,,
2024-06-02,Health & Wellness,Bread,5,6.61,33.05,,,,,,,,,
2024-06-02,Health & Wellness,Cereal,3,7.1,21.3,,,,,,,,,
2024-06-04,Household Items,Tomatoes,3,13.76,41.28,,,,,,,,,
2024-06-04,Snacks & Candy,Bread,1,25.1,25.1,,,,,,,,,
2024-06-04,Personal Care,Cheese,3,22.78,68.34,,,,,,,,,
2024-06-05,Snacks & Candy,Rice,5,2.37,11.85,,,,,,,,,
2024-06-05,Beverages,Yogurt,1,7.12,7.12,,,,,,,,,
2024-06-05,Canned Goods,Bread,3,28.01,84.03,,,,,,,,,
2024-06-07,Snacks & Candy,Rice,1,29.61,29.61,,,,,,,,,
2024-06-09,Dairy,Cereal,5,10.09,50.45,,,,,,,,,
2024-06-09,Canned Goods,Chicken Breast,1,15.41,15.41,,,,,,,,,
2024-06-09,Meat & Seafood,Cereal,4,17.65,70.6,,,,,,,,,
2024-06-09,Bakery,Rice,5,5.54,27.7,,,,,,,,,
2024-06-09,Canned Goods,Cheese,1,24.9,24.9,,,,,,,,,
2024-06-09,Snacks & Candy,Cheese,2,12.63,25.26,,,,,,,,,
2024-06-09,Snacks & Candy,Bananas,3,17.13,51.39,,,,,,,,,
2024-06-10,Household Items,Apples,4,11.17,44.68,,,,,,,,,
2024-06-10,Household Items,Cheese,3,9.96,29.88,,,,,,,,,
2024-06-10,Health & Wellness,Rice,2,27.76,55.52,,,,,,,,,
2024-06-11,Frozen Foods,Carrots,5,15.31,76.55,,,,,,,,,
2024-06-11,Canned Goods,Carrots,5,4.07,20.35,,,,,,,,,
2024-06-11,Beverages,Carrots,1,24.16,24.16,,,,,,,,,
2024-06-11,Beverages,Milk,1,24.56,24.56,,,,,,,,,
2024-06-11,Frozen Foods,Cereal,3,11.69,35.07,,,,,,,,,
2024-06-11,Snacks & Candy,Yogurt,4,2.09,8.36,,,,,,,,,
2024-06-12,Household Items,Orange Juice,1,2.46,2.46,,,,,,,,,
2024-06-13,Health & Wellness,Carrots,4,20.7,82.8,,,,,,,,,
2024-06-13,Snacks & Candy,Chicken Breast,4,5.33,21.32,,,,,,,,,
2024-06-13,Snacks & Candy,Tomatoes,3,12.13,36.39,,,,,,,,,
2024-06-13,Produce,Ground Beef,4,15.06,60.24,,,,,,,,,
2024-06-14,Frozen Foods,Apples,2,20.91,41.82,,,,,,,,,
2024-06-14,Bakery,Tomatoes,4,29.78,119.12,,,,,,,,,
2024-06-15,Household Items,Onions,1,18.65,18.65,,,,,,,,,
2024-06-16,Bakery,Chicken Breast,2,20.86,41.72,,,,,,,,,
2024-06-17,Snacks & Candy,Carrots,3,3.51,10.53,,,,,,,,,
2024-06-17,Personal Care,Carrots,1,2.56,2.56,,,,,,,,,
2024-06-17,Snacks & Candy,Chicken Breast,2,19.56,39.12,,,,,,,,,
2024-06-18,Frozen Foods,Cheese,4,23.59,94.36,,,,,,,,,
2024-06-18,Meat & Seafood,Chicken Breast,1,23.98,23.98,,,,,,,,,
2024-06-18,Snacks & Candy,Bread,3,27.44,82.32,,,,,,,,,
2024-06-19,Health & Wellness,Rice,2,5.34,10.68,,,,,,,,,
2024-06-19,Dairy,Cheese,3,16.09,48.27,,,,,,,,,
2024-06-19,Household Items,Tomatoes,3,21.25,63.75,,,,,,,,,
2024-06-19,Meat & Seafood,Yogurt,1,23.11,23.11,,,,,,,,,
2024-06-20,Beverages,Bread,2,11.96,23.92,,,,,,,,,
2024-06-20,Household Items,Apples,4,23.49,93.96,,,,,,,,,
2024-06-21,Frozen Foods,Orange Juice,3,13.48,40.44,,,,,,,,,
2024-06-21,Dairy,Tomatoes,1,10.44,10.44,,,,,,,,,
2024-06-22,Health & Wellness,Tomatoes,2,1.98,3.96,,,,,,,,,
2024-06-22,Beverages,Tomatoes,2,29.67,59.34,,,,,,,,,
2024-06-22,Health & Wellness,Yogurt,4,22.5,90,,,,,,,,,
2024-06-23,Produce,Pasta,4,3.51,14.04,,,,,,,,,
2024-06-23,Household Items,Chicken Breast,1,3.5,3.5,,,,,,,,,
2024-06-23,Beverages,Salmon,2,5.05,10.1,,,,,,,,,
2024-06-23,Bakery,Carrots,3,4.68,14.04,,,,,,,,,
2024-06-23,Snacks & Candy,Bananas,1,22.53,22.53,,,,,,,,,
2024-06-24,Snacks & Candy,Rice,4,23.69,94.76,,,,,,,,,
2024-06-24,Frozen Foods,Onions,1,17.66,17.66,,,,,,,,,
2024-06-24,Health & Wellness,Cheese,1,8.94,8.94,,,,,,,,,
2024-06-24,Meat & Seafood,Cheese,4,12.15,48.6,,,,,,,,,
2024-06-24,Canned Goods,Salmon,1,9.31,9.31,,,,,,,,,
2024-06-24,Beverages,Chicken Breast,3,27.89,83.67,,,,,,,,,
2024-06-25,Produce,Onions,2,25.56,51.12,,,,,,,,,
2024-06-25,Meat & Seafood,Rice,5,19.79,98.95,,,,,,,,,
2024-06-25,Snacks & Candy,Milk,3,13.31,39.93,,,,,,,,,
2024-06-26,Frozen Foods,Chicken Breast,3,11.53,34.59,,,,,,,,,
2024-06-26,Health & Wellness,Apples,5,14.97,74.85,,,,,,,,,
2024-06-27,Snacks & Candy,Salmon,2,8.67,17.34,,,,,,,,,
2024-06-27,Household Items,Milk,1,8.88,8.88,,,,,,,,,
2024-06-27,Bakery,Cheese,3,23.79,71.37,,,,,,,,,
2024-06-27,Frozen Foods,Onions,5,25.72,128.6,,,,,,,,,
2024-06-27,Meat & Seafood,Milk,1,29.42,29.42,,,,,,,,,
2024-06-28,Household Items,Pasta,3,25.87,77.61,,,,,,,,,
2024-06-28,Bakery,Rice,2,26.7,53.4,,,,,,,,,
2024-06-29,Dairy,Rice,3,22.67,68.01,,,,,,,,,
2024-06-30,Personal Care,Potatoes,3,26.45,79.35,,,,,,,,,
2024-06-30,Health & Wellness,Yogurt,3,15.45,46.35,,,,,,,,,
2024-07-01,Bakery,Bread,1,1.73,1.73,,,,,,,,,
2024-07-01,Canned Goods,Tomatoes,2,21.97,43.94,,,,,,,,,
2024-07-02,Meat & Seafood,Bread,4,10.64,42.56,,,,,,,,,
2024-07-02,Health & Wellness,Cheese,4,12.48,49.92,,,,,,,,,
2024-07-03,Dairy,Eggs,1,7.33,7.33,,,,,,,,,
2024-07-03,Canned Goods,Tomatoes,1,22.98,22.98,,,,,,,,,
2024-07-04,Health & Wellness,Apples,4,28.67,114.68,,,,,,,,,
2024-07-05,Produce,Cereal,3,4.6,13.8,,,,,,,,,
2024-07-05,Snacks & Candy,Tomatoes,3,29.87,89.61,,,,,,,,,
2024-07-05,Meat & Seafood,Potatoes,2,23.16,46.32,,,,,,,,,
2024-07-05,Canned Goods,Onions,3,12.5,37.5,,,,,,,,,
2024-07-06,Canned Goods,Bread,2,9.12,18.24,,,,,,,,,
2024-07-06,Snacks & Candy,Apples,4,13.79,55.16,,,,,,,,,
2024-07-06,Bakery,Cereal,1,9.94,9.94,,,,,,,,,
2024-07-06,Household Items,Tomatoes,3,17.26,51.78,,,,,,,,,
2024-07-07,Frozen Foods,Cheese,4,16.1,64.4,,,,,,,,,
2024-07-08,Dairy,Eggs,2,24.04,48.08,,,,,,,,,
2024-07-09,Health & Wellness,Bread,1,22.86,22.86,,,,,,,,,
2024-07-09,Health & Wellness,Bananas,1,24.86,24.86,,,,,,,,,
2024-07-09,Household Items,Milk,1,28.81,28.81,,,,,,,,,
2024-07-10,Household Items,Rice,5,10.74,53.7,,,,,,,,,
2024-07-10,Personal Care,Bread,3,21.65,64.95,,,,,,,,,
2024-07-10,Canned Goods,Onions,2,13.71,27.42,,,,,,,,,
2024-07-11,Beverages,Carrots,3,28.36,85.08,,,,,,,,,
2024-07-11,Frozen Foods,Potatoes,2,22.26,44.52,,,,,,,,,
2024-07-12,Household Items,Pasta,1,3.64,3.64,,,,,,,,,
2024-07-12,Personal Care,Chicken Breast,3,4.3,12.9,,,,,,,,,
2024-07-12,Personal Care,Chicken Breast,4,2.17,8.68,,,,,,,,,
2024-07-12,Canned Goods,Chicken Breast,5,9.04,45.2,,,,,,,,,
2024-07-13,Bakery,Bananas,5,15.62,78.1,,,,,,,,,
2024-07-13,Beverages,Bread,5,22.61,113.05,,,,,,,,,
2024-07-13,Bakery,Pasta,3,24.79,74.37,,,,,,,,,
2024-07-13,Dairy,Apples,5,10.84,54.2,,,,,,,,,
2024-07-13,Produce,Orange Juice,1,28.71,28.71,,,,,,,,,
2024-07-14,Household Items,Eggs,1,28.52,28.52,,,,,,,,,
2024-07-14,Health & Wellness,Eggs,4,28.55,114.2,,,,,,,,,
2024-07-14,Canned Goods,Cheese,4,21.82,87.28,,,,,,,,,
2024-07-15,Bakery,Bread,5,13.95,69.75,,,,,,,,,
2024-07-15,Frozen Foods,Salmon,2,17.56,35.12,,,,,,,,,
2024-07-15,Household Items,Cereal,3,15.09,45.27,,,,,,,,,
2024-07-15,Canned Goods,Rice,3,19.07,57.21,,,,,,,,,
2024-07-16,Personal Care,Orange Juice,1,23.92,23.92,,,,,,,,,
2024-07-16,Household Items,Milk,2,19.56,39.12,,,,,,,,,
2024-07-16,Snacks & Candy,Bread,4,1.83,7.32,,,,,,,,,
2024-07-17,Beverages,Bananas,3,7.05,21.15,,,,,,,,,
2024-07-17,Frozen Foods,Chicken Breast,3,5.91,17.73,,,,,,,,,
2024-07-17,Dairy,Apples,4,28.72,114.88,,,,,,,,,
2024-07-18,Health & Wellness,Potatoes,1,1.18,1.18,,,,,,,,,
2024-07-18,Frozen Foods,Orange Juice,2,20.7,41.4,,,,,,,,,
2024-07-18,Household Items,Cereal,1,11.44,11.44,,,,,,,,,
2024-07-18,Canned Goods,Bread,1,6.19,6.19,,,,,,,,,
2024-07-18,Dairy,Eggs,3,8.93,26.79,,,,,,,,,
2024-07-18,Canned Goods,Cereal,5,24.86,124.3,,,,,,,,,
2024-07-20,Household Items,Tomatoes,3,7.35,22.05,,,,,,,,,
2024-07-20,Health & Wellness,Milk,3,23.86,71.58,,,,,,,,,
2024-07-20,Beverages,Cheese,5,14.88,74.4,,,,,,,,,
2024-07-20,Household Items,Salmon,2,11.71,23.42,,,,,,,,,
2024-07-20,Health & Wellness,Salmon,4,12.89,51.56,,,,,,,,,
2024-07-21,Dairy,Carrots,2,7.98,15.96,,,,,,,,,
2024-07-21,Canned Goods,Carrots,1,27.33,27.33,,,,,,,,,
2024-07-21,Personal Care,Chicken Breast,2,9.42,18.84,,,,,,,,,
2024-07-21,Bakery,Chicken Breast,5,9.38,46.9,,,,,,,,,
2024-07-21,Dairy,Salmon,5,19.85,99.25,,,,,,,,,
2024-07-22,Household Items,Milk,2,14.63,29.26,,,,,,,,,
2024-07-23,Beverages,Rice,2,4.4,8.8,,,,,,,,,
2024-07-23,Dairy,Pasta,5,15.5,77.5,,,,,,,,,
2024-07-23,Produce,Bananas,3,4.5,13.5,,,,,,,,,
2024-07-24,Meat & Seafood,Rice,4,10.16,40.64,,,,,,,,,
2024-07-24,Household Items,Eggs,2,4.65,9.3,,,,,,,,,
2024-07-24,Produce,Rice,5,2.18,10.9,,,,,,,,,
2024-07-24,Frozen Foods,Salmon,2,28.25,56.5,,,,,,,,,
2024-07-25,Bakery,Milk,4,13.72,54.88,,,,,,,,,
2024-07-25,Canned Goods,Salmon,5,2.54,12.7,,,,,,,,,
2024-07-25,Bakery,Chicken Breast,4,7.24,28.96,,,,,,,,,
2024-07-25,Meat & Seafood,Milk,2,4.09,8.18,,,,,,,,,
2024-07-25,Meat & Seafood,Apples,4,22.55,90.2,,,,,,,,,
2024-07-25,Snacks & Candy,Bananas,5,4.65,23.25,,,,,,,,,
2024-07-26,Canned Goods,Cereal,4,2.32,9.28,,,,,,,,,
2024-07-26,Household Items,Milk,1,11.36,11.36,,,,,,,,,
2024-07-26,Beverages,Chicken Breast,4,22.58,90.32,,,,,,,,,
2024-07-26,Household Items,Cereal,3,3.41,10.23,,,,,,,,,
2024-07-27,Snacks & Candy,Bananas,4,27.7,110.8,,,,,,,,,
2024-07-27,Frozen Foods,Carrots,2,24.27,48.54,,,,,,,,,
2024-07-27,Meat & Seafood,Salmon,3,21.96,65.88,,,,,,,,,
2024-07-28,Beverages,Pasta,4,6.29,25.16,,,,,,,,,
2024-07-28,Health & Wellness,Bananas,3,23.33,69.99,,,,,,,,,
2024-07-29,Health & Wellness,Tomatoes,2,1.44,2.88,,,,,,,,,
2024-07-29,Frozen Foods,Orange Juice,5,5.97,29.85,,,,,,,,,
2024-07-29,Frozen Foods,Salmon,1,17.35,17.35,,,,,,,,,
2024-07-30,Household Items,Rice,3,27.7,83.1,,,,,,,,,
2024-07-30,Personal Care,Carrots,4,15.11,60.44,,,,,,,,,
2024-07-30,Bakery,Onions,1,20.29,20.29,,,,,,,,,
2024-07-30,Canned Goods,Bread,3,15.62,46.86,,,,,,,,,
2024-07-30,Canned Goods,Salmon,2,14.39,28.78,,,,,,,,,
2024-07-30,Frozen Foods,Salmon,3,9.79,29.37,,,,,,,,,
2024-07-31,Snacks & Candy,Orange Juice,4,1.3,5.2,,,,,,,,,
2024-08-01,Dairy,Potatoes,2,21.16,42.32,,,,,,,,,
2024-08-01,Health & Wellness,Onions,3,14.1,42.3,,,,,,,,,
2024-08-01,Snacks & Candy,Milk,2,26.67,53.34,,,,,,,,,
2024-08-01,Personal Care,Bananas,4,19.73,78.92,,,,,,,,,
2024-08-02,Meat & Seafood,Salmon,5,11.83,59.15,,,,,,,,,
2024-08-02,Health & Wellness,Milk,1,3.88,3.88,,,,,,,,,
2024-08-02,Bakery,Cheese,3,8.86,26.58,,,,,,,,,
2024-08-02,Canned Goods,Potatoes,4,14.95,59.8,,,,,,,,,
2024-08-02,Health & Wellness,Cereal,5,5.03,25.15,,,,,,,,,
2024-08-02,Canned Goods,Orange Juice,5,28.16,140.8,,,,,,,,,
2024-08-03,Meat & Seafood,Salmon,3,6.15,18.45,,,,,,,,,
2024-08-03,Health & Wellness,Cereal,4,2.95,11.8,,,,,,,,,
2024-08-04,Produce,Tomatoes,3,22,66,,,,,,,,,
2024-08-04,Household Items,Eggs,5,8.42,42.1,,,,,,,,,
2024-08-04,Personal Care,Chicken Breast,2,7.48,14.96,,,,,,,,,
2024-08-05,Frozen Foods,Bread,4,27.17,108.68,,,,,,,,,
2024-08-05,Snacks & Candy,Pasta,5,19.06,95.3,,,,,,,,,
2024-08-06,Personal Care,Carrots,1,17.6,17.6,,,,,,,,,
2024-08-06,Snacks & Candy,Potatoes,5,20.66,103.3,,,,,,,,,
2024-08-07,Beverages,Tomatoes,4,10.17,40.68,,,,,,,,,
2024-08-07,Snacks & Candy,Yogurt,2,16.25,32.5,,,,,,,,,
2024-08-07,Meat & Seafood,Tomatoes,4,28.53,114.12,,,,,,,,,
2024-08-08,Beverages,Orange Juice,1,24.06,24.06,,,,,,,,,
2024-08-08,Frozen Foods,Onions,1,23.15,23.15,,,,,,,,,
2024-08-08,Produce,Onions,3,26.98,80.94,,,,,,,,,
2024-08-08,Frozen Foods,Cereal,4,7.54,30.16,,,,,,,,,
2024-08-09,Health & Wellness,Cereal,4,27.38,109.52,,,,,,,,,
2024-08-10,Household Items,Bananas,2,6.97,13.94,,,,,,,,,
2024-08-10,Dairy,Chicken Breast,4,19.38,77.52,,,,,,,,,
2024-08-11,Health & Wellness,Potatoes,5,23.67,118.35,,,,,,,,,
2024-08-11,Produce,Ground Beef,1,20.66,20.66,,,,,,,,,
2024-08-11,Dairy,Bananas,1,3.97,3.97,,,,,,,,,
2024-08-11,Beverages,Yogurt,2,1.35,2.7,,,,,,,,,
2024-08-12,Produce,Eggs,3,5.09,15.27,,,,,,,,,
2024-08-12,Canned Goods,Potatoes,2,2.84,5.68,,,,,,,,,
2024-08-13,Beverages,Chicken Breast,1,24.74,24.74,,,,,,,,,
2024-08-13,Bakery,Yogurt,1,27.95,27.95,,,,,,,,,
2024-08-16,Meat & Seafood,Yogurt,3,13.52,40.56,,,,,,,,,
2024-08-17,Personal Care,Milk,2,7.12,14.24,,,,,,,,,
2024-08-17,Canned Goods,Rice,4,16.99,67.96,,,,,,,,,
2024-08-18,Health & Wellness,Onions,4,18.02,72.08,,,,,,,,,
2024-08-18,Snacks & Candy,Salmon,5,21.01,105.05,,,,,,,,,
2024-08-18,Canned Goods,Ground Beef,3,8.29,24.87,,,,,,,,,
2024-08-19,Bakery,Yogurt,3,20.25,60.75,,,,,,,,,
2024-08-20,Dairy,Rice,2,12.72,25.44,,,,,,,,,
2024-08-20,Household Items,Tomatoes,3,29,87,,,,,,,,,
2024-08-20,Dairy,Milk,4,2.46,9.84,,,,,,,,,
2024-08-20,Beverages,Eggs,3,23.75,71.25,,,,,,,,,
2024-08-20,Bakery,Tomatoes,2,25.71,51.42,,,,,,,,,
2024-08-21,Meat & Seafood,Chicken Breast,3,10.54,31.62,,,,,,,,,
2024-08-21,Meat & Seafood,Milk,5,8.7,43.5,,,,,,,,,
2024-08-21,Health & Wellness,Bread,1,21.79,21.79,,,,,,,,,
2024-08-22,Health & Wellness,Pasta,2,3.77,7.54,,,,,,,,,
2024-08-24,Bakery,Eggs,1,26.88,26.88,,,,,,,,,
2024-08-24,Health & Wellness,Cheese,5,15.36,76.8,,,,,,,,,
2024-08-24,Health & Wellness,Tomatoes,1,18.15,18.15,,,,,,,,,
2024-08-25,Beverages,Potatoes,5,1.18,5.9,,,,,,,,,
2024-08-25,Health & Wellness,Cheese,4,18.14,72.56,,,,,,,,,
2024-08-25,Meat & Seafood,Ground Beef,1,19.48,19.48,,,,,,,,,
2024-08-26,Household Items,Eggs,4,13.93,55.72,,,,,,,,,
2024-08-26,Household Items,Apples,4,9.34,37.36,,,,,,,,,
2024-08-26,Frozen Foods,Rice,5,15.88,79.4,,,,,,,,,
2024-08-27,Beverages,Yogurt,2,22.32,44.64,,,,,,,,,
2024-08-27,Beverages,Bananas,1,10.83,10.83,,,,,,,,,
2024-08-27,Canned Goods,Carrots,1,5.97,5.97,,,,,,,,,
2024-08-27,Frozen Foods,Ground Beef,4,22.95,91.8,,,,,,,,,
2024-08-28,Bakery,Yogurt,4,25.22,100.88,,,,,,,,,
2024-08-28,Canned Goods,Cereal,3,29.4,88.2,,,,,,,,,
2024-08-28,Household Items,Cereal,4,20.65,82.6,,,,,,,,,
2024-08-28,Snacks & Candy,Eggs,1,6.35,6.35,,,,,,,,,
2024-08-29,Dairy,Bananas,3,17.69,53.07,,,,,,,,,
2024-08-29,Household Items,Bread,1,4.3,4.3,,,,,,,,,
2024-08-29,Dairy,Cereal,3,18.14,54.42,,,,,,,,,
2024-08-29,Frozen Foods,Onions,3,9.25,27.75,,,,,,,,,
2024-08-30,Personal Care,Bread,2,22.1,44.2,,,,,,,,,
2024-08-31,Beverages,Tomatoes,4,22.15,88.6,,,,,,,,,
2024-08-31,Meat & Seafood,Bananas,5,26.01,130.05,,,,,,,,,
2024-09-01,Snacks & Candy,Rice,5.0,15.22,76.1,,,,,,,,,
2024-09-01,Frozen Foods,Salmon,2,8.36,16.72,,,,,,,,,
2024-09-02,Dairy,Rice,1,23.12,23.12,,,,,,,,,
2024-09-02,Canned Goods,Potatoes,4,24.11,96.44,,,,,,,,,
2024-09-02,Canned Goods,Eggs,3,10.2,30.6,,,,,,,,,
2024-09-02,Health & Wellness,Carrots,4,6.5,26,,,,,,,,,
2024-09-02,Produce,Chicken Breast,1,22.01,22.01,,,,,,,,,
2024-09-03,Household Items,Ground Beef,2,2.46,4.92,,,,,,,,,
2024-09-03,Meat & Seafood,Orange Juice,1,13.51,13.51,,,,,,,,,
2024-09-04,Dairy,Ground Beef,1,21.21,21.21,,,,,,,,,
2024-09-04,Meat & Seafood,Onions,1,18,18,,,,,,,,,
2024-09-04,Personal Care,Milk,1,10.51,10.51,,,,,,,,,
2024-09-04,Meat & Seafood,Tomatoes,5,20.69,103.45,,,,,,,,,
2024-09-04,Dairy,Cheese,1,5.64,5.64,,,,,,,,,
2024-09-05,Health & Wellness,Eggs,1,14.31,14.31,,,,,,,,,
2024-09-05,Household Items,Chicken Breast,1,29.25,29.25,,,,,,,,,
2024-09-06,Canned Goods,Eggs,5,25.72,128.6,,,,,,,,,
2024-09-06,Personal Care,Bananas,1,6.09,6.09,,,,,,,,,
2024-09-07,Produce,Onions,5,6.85,34.25,,,,,,,,,
2024-09-07,Frozen Foods,Eggs,4,17.67,70.68,,,,,,,,,
2024-09-08,Meat & Seafood,Eggs,2,23.3,46.6,,,,,,,,,
2024-09-08,Snacks & Candy,Cheese,5,27.59,137.95,,,,,,,,,
2024-09-08,Personal Care,Milk,3,17.97,53.91,,,,,,,,,
2024-09-09,Meat & Seafood,Potatoes,3,25.4,76.2,,,,,,,,,
2024-09-10,Health & Wellness,Apples,2,25,50,,,,,,,,,
2024-09-10,Produce,Chicken Breast,4,12.13,48.52,,,,,,,,,
2024-09-10,Frozen Foods,Pasta,4,18.36,73.44,,,,,,,,,
2024-09-11,Personal Care,Onions,2,3.74,7.48,,,,,,,,,
2024-09-11,Household Items,Bananas,3,12.03,36.09,,,,,,,,,
2024-09-12,Frozen Foods,Cheese,1,16.15,16.15,,,,,,,,,
2024-09-12,Bakery,Bread,4,23.93,95.72,,,,,,,,,
2024-09-12,Dairy,Cereal,1,21.69,21.69,,,,,,,,,
2024-09-13,Meat & Seafood,Bananas,5,4.55,22.75,,,,,,,,,
2024-09-13,Household Items,Tomatoes,5,26.76,133.8,,,,,,,,,
2024-09-14,Produce,Onions,3,6.17,18.51,,,,,,,,,
2024-09-16,Frozen Foods,Eggs,1,25.69,25.69,,,,,,,,,
2024-09-16,Health & Wellness,Potatoes,1,11.81,11.81,,,,,,,,,
2024-09-16,Health & Wellness,Eggs,3,20.29,60.87,,,,,,,,,
2024-09-16,Dairy,Milk,1,25.7,25.7,,,,,,,,,
2024-09-17,Beverages,Onions,5,29.16,145.8,,,,,,,,,
2024-09-17,Canned Goods,Yogurt,3,13.65,40.95,,,,,,,,,
2024-09-18,Meat & Seafood,Onions,2,12.39,24.78,,,,,,,,,
2024-09-18,Produce,Cheese,3,6.66,19.98,,,,,,,,,
2024-09-18,Produce,Onions,4,24.2,96.8,,,,,,,,,
2024-09-18,Bakery,Pasta,1,4.02,4.02,,,,,,,,,
2024-09-19,Bakery,Chicken Breast,4,21.74,86.96,,,,,,,,,
2024-09-19,Health & Wellness,Salmon,2,24.1,48.2,,,,,,,,,
2024-09-20,Household Items,Tomatoes,4,1.16,4.64,,,,,,,,,
2024-09-20,Personal Care,Chicken Breast,1,7.14,7.14,,,,,,,,,
2024-09-20,Snacks & Candy,Tomatoes,1,28.24,28.24,,,,,,,,,
2024-09-20,Bakery,Bread,5,25.54,127.7,,,,,,,,,
2024-09-21,Bakery,Eggs,3,16.66,49.98,,,,,,,,,
2024-09-21,Personal Care,Cereal,1,7.82,7.82,,,,,,,,,
2024-09-21,Snacks & Candy,Yogurt,2,4.26,8.52,,,,,,,,,
2024-09-22,Snacks & Candy,Potatoes,2,22.96,45.92,,,,,,,,,
2024-09-22,Beverages,Tomatoes,3,28.14,84.42,,,,,,,,,
2024-09-22,Meat & Seafood,Salmon,5,22.66,113.3,,,,,,,,,
2024-09-23,Bakery,Pasta,4,28.58,114.32,,,,,,,,,
